UNRATE,FPCPITOTLZGUSA,GDPC1
5.2,1.45797598627791,3517.181
6.6,1.07072414764724,3493.703
5.8,1.19877334820186,3758.147
5.7,1.23966942148753,3893.482
5.6,1.27891156462591,4135.553
4.9,1.58516926383662,4362.111
4.0,3.0150753768844,4731.888
3.9,2.77278562259309,4870.299
3.7,4.27179615288537,5057.553
3.4,5.46238620028745,5283.597
3.9,5.83825533848251,5300.652
5.9,4.29276668813051,5443.619
5.8,3.27227824655283,5632.649
4.9,6.17776006377038,6058.544
5.1,11.0548048048048,6097.258
8.1,9.143146864965352,5957.035
7.9,5.74481263549085,6323.649
7.5,6.5016839947284,6527.703
6.4,7.63096383885606,6796.26
5.9,11.2544711292795,7238.727
6.3,13.5492019749684,7341.557
7.5,10.3347153402771,7459.022
8.6,6.13142700027493,7295.631
10.4,3.21243523316065,7400.066
8.0,4.30053547523429,8034.847
7.3,3.54564415209365,8400.82
6.7,1.89804772234276,8749.127
6.6,3.6645632175169,8986.367
5.7,4.07774110744413,9367.502
5.4,4.82700303008944,9771.725
5.4,5.39795643990325,10047.386
6.4,4.23496396453849,9951.916
7.3,3.02881967814969,10236.435
7.3,2.95165696638559,10576.275
6.6,2.60744159215453,10939.116
5.6,2.80541968853662,11319.951
5.6,2.93120419993441,11614.418
5.3,2.33768993730735,12115.472
4.6,1.55227909874364,12703.742
4.3,2.18802719697358,13315.597
4.0,3.37685727149929,13878.147
4.2,2.82617111885407,14183.12
5.7,1.58603162650601,14372.785
5.8,2.27009497336115,14614.141
5.7,2.67723669309172,15248.68
5.3,3.3927468454955,15844.727
4.7,3.22594410070404,16353.835
4.6,2.85267248150138,16611.69
5.0,3.839100296651,16843.003
7.8,-0.355546266299747,16298.262
9.8,1.6400434423899,16582.71
9.1,3.156841568622,16920.632
8.3,2.06933726526067,17367.01
8.0,1.46483265562717,17662.4
6.6,1.62222297740817,17953.974
5.7,0.118627135552451,18666.621
4.8,1.26158320570536,19001.69
4.7,2.13011000365961,19398.343
4.0,2.44258329692817,20044.077
4.0,1.81221007526021,20431.641
3.6,1.23358439630629,20693.238
6.4,4.69785886363742,21058.379
4.0,8.00279982052121,21903.85
3.4,4.11633838374488,22403.435
