UNRATE,FPCPITOTLZGUSA,GDPC1
5.2,0.0778247109383583,3517.181
4.8,0.0778247109383583,3510.8693333333335
5.4,0.0778247109383583,3504.5576666666666
5.2,0.0778247109383583,3498.246
5.1,0.0778247109383583,3503.9590000000003
5.4,0.0778247109383583,3509.672
5.5,0.0778247109383583,3515.385
5.6,0.0778247109383583,3500.3493333333336
5.5,0.0778247109383583,3485.3136666666664
6.1,0.0778247109383583,3470.278
6.1,0.0778247109383583,3478.086333333333
6.6,0.0778247109383583,3485.8946666666666
6.6,0.0625356752835402,3493.703
6.9,0.0625356752835402,3513.4756666666667
6.9,0.0625356752835402,3533.2483333333334
7.0,0.0625356752835402,3553.021
7.1,0.0625356752835402,3575.764666666667
6.9,0.0625356752835402,3598.508333333333
7.0,0.0625356752835402,3621.252
6.6,0.0625356752835402,3644.931
6.7,0.0625356752835402,3668.61
6.5,0.0625356752835402,3692.289
6.1,0.0625356752835402,3714.241666666667
6.0,0.0625356752835402,3736.1943333333334
5.8,0.06786176964375379,3758.147
5.5,0.06786176964375379,3769.4809999999998
5.6,0.06786176964375379,3780.815
5.6,0.06786176964375379,3792.149
5.5,0.06786176964375379,3807.691333333333
5.5,0.06786176964375379,3823.2336666666665
5.4,0.06786176964375379,3838.776
5.7,0.06786176964375379,3842.991
5.6,0.06786176964375379,3847.2059999999997
5.4,0.06786176964375379,3851.421
5.7,0.06786176964375379,3865.441333333333
5.5,0.06786176964375379,3879.4616666666666
5.7,0.06950296615532836,3893.482
5.9,0.06950296615532836,3908.049
5.7,0.06950296615532836,3922.616
5.7,0.06950296615532836,3937.183
5.9,0.06950296615532836,3966.0403333333334
5.6,0.06950296615532836,3994.8976666666667
5.6,0.06950296615532836,4023.755
5.4,0.06950296615532836,4032.5523333333335
5.5,0.06950296615532836,4041.3496666666665
5.5,0.06950296615532836,4050.147
5.7,0.06950296615532836,4078.6156666666666
5.5,0.06950296615532836,4107.084333333333
5.6,0.07105216320598395,4135.553
5.4,0.07105216320598395,4150.566
5.4,0.07105216320598395,4165.579
5.3,0.07105216320598395,4180.592
5.1,0.07105216320598395,4202.367333333333
5.2,0.07105216320598395,4224.142666666667
4.9,0.07105216320598395,4245.918
5.0,0.07105216320598395,4250.294
5.1,0.07105216320598395,4254.67
5.1,0.07105216320598395,4259.046
4.8,0.07105216320598395,4293.401
5.0,0.07105216320598395,4327.756
4.9,0.08236585177153977,4362.111
5.1,0.08236585177153977,4380.482333333333
4.7,0.08236585177153977,4398.853666666667
4.8,0.08236585177153977,4417.225
4.6,0.08236585177153977,4449.959
4.6,0.08236585177153977,4482.693
4.4,0.08236585177153977,4515.427
4.4,0.08236585177153977,4550.103999999999
4.3,0.08236585177153977,4584.781
4.2,0.08236585177153977,4619.458
4.1,0.08236585177153977,4656.934666666666
4.0,0.08236585177153977,4694.4113333333335
4.0,0.12281397286274176,4731.888
3.8,0.12281397286274176,4737.274
3.8,0.12281397286274176,4742.66
3.8,0.12281397286274176,4748.046
3.9,0.12281397286274176,4761.448666666667
3.8,0.12281397286274176,4774.851333333333
3.8,0.12281397286274176,4788.254
3.8,0.12281397286274176,4801.348333333333
3.7,0.12281397286274176,4814.442666666667
3.7,0.12281397286274176,4827.537
3.6,0.12281397286274176,4841.791
3.8,0.12281397286274176,4856.045
3.9,0.11700515492067076,4870.299
3.8,0.11700515492067076,4871.295
3.8,0.11700515492067076,4872.291
3.8,0.11700515492067076,4873.287
3.8,0.11700515492067076,4888.655333333333
3.9,0.11700515492067076,4904.023666666667
3.8,0.11700515492067076,4919.392
3.8,0.11700515492067076,4931.7536666666665
3.8,0.11700515492067076,4944.115333333333
4.0,0.11700515492067076,4956.477
3.9,0.11700515492067076,4990.169
3.8,0.11700515492067076,5023.861
3.7,0.14858520393376562,5057.553
3.8,0.14858520393376562,5085.713
3.7,0.14858520393376562,5113.8730000000005
3.5,0.14858520393376562,5142.033
3.5,0.14858520393376562,5155.308333333333
3.7,0.14858520393376562,5168.583666666667
3.7,0.14858520393376562,5181.859
3.5,0.14858520393376562,5188.643333333333
3.4,0.14858520393376562,5195.427666666667
3.4,0.14858520393376562,5202.212
3.4,0.14858520393376562,5229.340333333334
3.4,0.14858520393376562,5256.468666666667
3.4,0.1682418027357735,5283.597
3.4,0.1682418027357735,5288.939666666666
3.4,0.1682418027357735,5294.282333333334
3.4,0.1682418027357735,5299.625
3.4,0.1682418027357735,5311.283333333334
3.5,0.1682418027357735,5322.941666666667
3.5,0.1682418027357735,5334.6
3.5,0.1682418027357735,5325.9186666666665
3.7,0.1682418027357735,5317.2373333333335
3.7,0.1682418027357735,5308.556
3.5,0.1682418027357735,5305.921333333333
3.5,0.1682418027357735,5303.286666666667
3.9,0.17375856969172365,5300.652
4.2,0.17375856969172365,5303.156
4.4,0.17375856969172365,5305.66
4.6,0.17375856969172365,5308.164
4.8,0.17375856969172365,5324.468333333333
4.9,0.17375856969172365,5340.772666666667
5.0,0.17375856969172365,5357.077
5.1,0.17375856969172365,5337.942
5.4,0.17375856969172365,5318.807
5.5,0.17375856969172365,5299.672
5.9,0.17375856969172365,5347.654333333333
6.1,0.17375856969172365,5395.636666666666
5.9,0.14896525535701755,5443.619
5.9,0.14896525535701755,5453.432333333333
6.0,0.14896525535701755,5463.245666666667
5.9,0.14896525535701755,5473.059
5.9,0.14896525535701755,5488.0633333333335
5.9,0.14896525535701755,5503.067666666667
6.0,0.14896525535701755,5518.072
6.1,0.14896525535701755,5522.392
6.0,0.14896525535701755,5526.712
5.8,0.14896525535701755,5531.032
6.0,0.14896525535701755,5564.904333333334
6.0,0.14896525535701755,5598.776666666667
5.8,0.1286387599423091,5632.649
5.7,0.1286387599423091,5675.256
5.8,0.1286387599423091,5717.863
5.7,0.1286387599423091,5760.47
5.7,0.1286387599423091,5778.598
5.7,0.1286387599423091,5796.726000000001
5.6,0.1286387599423091,5814.854
5.6,0.1286387599423091,5847.309333333334
5.5,0.1286387599423091,5879.764666666667
5.6,0.1286387599423091,5912.22
5.3,0.1286387599423091,5960.9946666666665
5.2,0.1286387599423091,6009.769333333334
4.9,0.1785076646771071,6058.544
5.0,0.1785076646771071,6080.531333333333
4.9,0.1785076646771071,6102.518666666667
5.0,0.1785076646771071,6124.506
4.9,0.1785076646771071,6113.771000000001
4.9,0.1785076646771071,6103.036
4.8,0.1785076646771071,6092.301
4.8,0.1785076646771071,6111.577666666667
4.8,0.1785076646771071,6130.854333333334
4.6,0.1785076646771071,6150.131
4.8,0.1785076646771071,6132.506666666667
4.9,0.1785076646771071,6114.882333333333
5.1,0.2305426815824243,6097.258
5.2,0.2305426815824243,6102.089
5.1,0.2305426815824243,6106.92
5.1,0.2305426815824243,6111.751
5.1,0.2305426815824243,6092.493333333334
5.4,0.2305426815824243,6073.2356666666665
5.5,0.2305426815824243,6053.978
5.5,0.2305426815824243,6046.14
5.9,0.2305426815824243,6038.302
6.0,0.2305426815824243,6030.464
6.6,0.2305426815824243,6005.987666666667
7.2,0.2305426815824243,5981.511333333333
8.1,0.2129634823948925,5957.035
8.1,0.2129634823948925,5971.2266666666665
8.6,0.2129634823948925,5985.418333333333
8.8,0.2129634823948925,5999.61
9.0,0.2129634823948925,6033.848666666667
8.8,0.2129634823948925,6068.087333333333
8.6,0.2129634823948925,6102.326
8.4,0.2129634823948925,6129.727333333333
8.4,0.2129634823948925,6157.1286666666665
8.4,0.2129634823948925,6184.53
8.3,0.2129634823948925,6230.903
8.2,0.2129634823948925,6277.276
7.9,0.1724135366805648,6323.649
7.7,0.1724135366805648,6339.107666666667
7.6,0.1724135366805648,6354.566333333333
7.7,0.1724135366805648,6370.025
7.4,0.1724135366805648,6381.6483333333335
7.6,0.1724135366805648,6393.2716666666665
7.8,0.1724135366805648,6404.895
7.8,0.1724135366805648,6420.3223333333335
7.6,0.1724135366805648,6435.749666666667
7.7,0.1724135366805648,6451.177
7.8,0.1724135366805648,6476.685666666666
7.8,0.1724135366805648,6502.194333333334
7.5,0.18285060718206703,6527.703
7.6,0.18285060718206703,6569.957333333334
7.4,0.18285060718206703,6612.211666666667
7.2,0.18285060718206703,6654.466
7.0,0.18285060718206703,6694.463000000001
7.2,0.18285060718206703,6734.46
6.9,0.18285060718206703,6774.457
7.0,0.18285060718206703,6774.502
6.8,0.18285060718206703,6774.547
6.8,0.18285060718206703,6774.592
6.8,0.18285060718206703,6781.814666666666
6.4,0.18285060718206703,6789.037333333334
6.4,0.19675414794878487,6796.26
6.3,0.19675414794878487,6883.8133333333335
6.3,0.19675414794878487,6971.366666666667
6.1,0.19675414794878487,7058.92
6.0,0.19675414794878487,7082.585
5.9,0.19675414794878487,7106.25
6.2,0.19675414794878487,7129.915
5.9,0.19675414794878487,7161.86
6.0,0.19675414794878487,7193.805
5.8,0.19675414794878487,7225.75
5.9,0.19675414794878487,7230.075666666667
6.0,0.19675414794878487,7234.401333333333
5.9,0.2322284010343585,7238.727
5.9,0.2322284010343585,7241.3026666666665
5.8,0.2322284010343585,7243.878333333333
5.8,0.2322284010343585,7246.454
5.6,0.2322284010343585,7264.396333333333
5.7,0.2322284010343585,7282.3386666666665
